student_id,user_id,group_id
1,895,1
2,68,1
3,515,1
4,162,1
5,816,1
6,132,1
7,95,1
8,261,1
9,615,1
10,239,1
11,396,1
12,886,1
13,923,1
14,840,1
15,198,1
16,166,2
17,392,2
18,501,2
19,725,2
20,191,2
21,464,2
22,812,2
23,790,2
24,854,2
25,267,2
26,721,2
27,690,2
28,839,2
29,477,2
30,542,2
31,551,2
32,566,2
33,671,2
34,200,2
35,63,2
36,878,2
37,491,3
38,329,3
39,79,3
40,416,3
41,744,3
42,995,3
43,976,3
44,489,3
45,510,3
46,532,3
47,856,3
48,245,3
49,364,4
50,703,4
51,576,4
52,120,4
53,286,4
54,270,4
55,912,4
56,253,4
57,124,4
58,553,4
59,977,4
60,763,4
61,266,4
62,563,4
63,57,4
64,968,4
65,820,4
66,433,4
67,2,4
68,11,4
69,956,4
70,813,4
71,419,4
72,111,4
73,503,5
74,202,5
75,412,5
76,981,5
77,400,5
78,141,5
79,5,5
80,937,5
81,317,5
82,71,5
83,951,5
84,149,5
85,188,5
86,666,5
87,370,5
88,7,5
89,254,5
90,995,5
91,751,5
92,94,5
93,270,5
94,606,5
95,851,5
96,893,6
97,485,6
98,554,6
99,96,6
100,4,6
101,680,6
102,973,6
103,68,6
104,234,6
105,700,6
106,511,6
107,572,6
108,952,6
109,911,6
110,935,6
111,880,6
112,579,6
113,108,6
114,282,6
115,736,6
116,252,6
117,55,6
118,574,6
119,882,6
120,436,7
121,821,7
122,113,7
123,930,7
124,964,7
125,999,7
126,43,7
127,668,7
128,367,7
129,361,7
130,155,7
131,222,7
132,528,7
133,927,7
134,487,7
135,253,7
136,260,7
137,120,7
138,621,7
139,473,7
140,822,7
141,338,7
142,272,7
143,206,7
144,282,7
145,619,7
146,688,7
147,847,7
148,314,7
149,977,7
150,701,7
151,354,7
152,865,7
153,978,7
154,396,7
155,675,7
156,278,7
157,855,7
158,376,7
159,947,7
160,291,7
161,545,8
162,127,8
163,483,8
164,376,8
165,533,8
166,132,8
167,731,8
168,272,8
169,171,8
170,12,8
171,134,8
172,367,8
173,221,8
174,93,8
175,53,8
176,479,8
177,172,9
178,947,9
179,578,9
180,104,9
181,877,9
182,118,9
183,389,9
184,488,9
185,808,9
186,381,9
187,157,9
188,109,9
189,719,9
190,130,9
191,591,9
192,304,9
193,289,9
194,208,9
195,519,9
196,658,9
197,76,9
198,569,9
199,223,10
200,112,10
201,760,10
202,553,10
203,378,10
204,891,10
205,233,10
206,437,10
207,687,10
208,189,10
209,518,10
210,406,10
211,734,10
212,519,10
213,910,11
214,12,11
215,614,11
216,716,11
217,793,11
218,419,11
219,242,11
220,292,11
221,554,11
222,378,11
223,979,11
224,238,11
225,836,11
226,397,11
227,31,11
228,534,11
229,1,11
230,383,11
231,44,11
232,251,11
233,769,11
234,707,11
235,327,11
236,347,11
237,513,11
238,680,11
239,561,11
240,652,11
241,182,11
242,178,11
243,760,11
244,781,11
245,111,11
246,738,11
247,241,11
248,869,11
249,389,11
250,417,11
251,219,11
252,855,11
253,230,11
254,586,12
255,927,12
256,87,12
257,948,12
258,399,12
259,21,12
260,6,12
261,142,12
262,139,12
263,233,12
264,117,12
265,235,12
266,246,12
267,384,12
268,472,12
269,452,12
270,623,12
271,398,12
272,58,12
273,835,12
274,412,12
275,459,12
276,198,12
277,343,12
278,751,12
279,168,12
280,436,12
281,329,12
282,526,12
283,771,13
284,880,13
285,704,13
286,288,13
287,921,13
288,641,13
289,738,13
290,839,13
291,482,13
292,161,13
293,47,13
294,401,13
295,49,13
296,865,13
297,250,13
298,328,13
299,38,13
300,10,13
301,295,14
302,616,14
303,16,14
304,947,14
305,533,14
306,954,14
307,994,14
308,4,14
309,72,14
310,509,14
311,422,14
312,959,14
313,482,14
314,348,14
315,870,14
316,386,14
317,132,14
318,833,14
319,276,14
320,105,14
321,570,14
322,192,14
323,995,14
324,753,14
325,556,14
326,341,14
327,929,14
328,501,14
329,756,14
330,942,14
331,781,14
332,486,14
333,973,14
334,884,15
335,550,15
336,12,15
337,315,15
338,249,15
339,477,15
340,363,15
341,734,15
342,425,15
343,709,15
344,221,15
345,711,15
346,962,15
347,338,15
348,218,15
349,738,15
350,1000,15
351,407,15
352,39,15
353,72,15
354,527,15
355,319,15
356,447,15
357,510,15
358,341,15
359,655,15
360,405,15
361,584,15
362,203,15
363,964,15
364,413,15
365,139,15
366,177,15
367,195,15
368,174,15
369,586,15
370,904,15
371,946,15
372,154,15
373,487,15
374,911,15
375,519,15
376,80,15
377,839,15
378,122,15
379,999,15
380,620,15
381,706,16
382,411,16
383,923,16
384,80,16
385,826,16
386,444,16
387,35,16
388,806,16
389,747,16
390,421,16
391,646,16
392,968,16
393,352,16
394,287,16
395,740,16
396,240,16
397,554,16
398,509,16
399,566,16
400,914,16
401,693,16
402,896,16
403,211,16
404,2,16
405,580,16
406,831,16
407,807,16
408,732,16
409,5,16
410,67,16
411,998,16
412,793,16
413,362,16
414,162,16
415,327,16
416,653,16
417,226,16
418,317,16
419,345,17
420,791,17
421,47,17
422,668,17
423,459,17
424,309,17
425,676,17
426,891,17
427,520,17
428,18,17
429,797,17
430,552,17
431,512,17
432,71,17
433,775,17
434,194,17
435,974,17
436,107,17
437,29,17
438,70,17
439,531,17
440,357,17
441,510,17
442,195,17
443,771,17
444,16,17
445,763,17
446,523,17
447,343,17
448,231,17
449,542,17
450,951,17
451,768,17
452,634,17
453,209,17
454,860,17
455,653,17
456,722,17
457,712,17
458,727,17
459,335,17
460,394,17
461,175,17
462,210,18
463,244,18
464,635,18
465,513,18
466,262,18
467,369,18
468,99,18
469,138,18
470,889,18
471,735,18
472,985,18
473,401,18
474,221,18
475,798,18
476,745,18
477,130,18
478,858,18
479,299,18
480,564,18
481,434,18
482,275,18
483,25,18
484,233,18
485,838,18
486,12,18
487,397,19
488,477,19
489,378,19
490,50,19
491,904,19
492,688,19
493,747,19
494,241,19
495,201,19
496,511,19
497,615,19
498,648,19
499,638,19
500,523,19
501,643,19
502,218,19
503,576,19
504,857,19
505,567,19
506,374,19
507,460,19
508,695,19
509,919,19
510,927,19
511,375,19
512,538,19
513,699,19
514,361,19
515,832,19
516,3,19
517,683,19
518,19,20
519,377,20
520,129,20
521,939,20
522,586,20
523,74,20
524,850,20
525,719,20
526,839,20
527,448,20
528,456,20
529,9,20
530,953,20
531,635,20
532,611,20
533,148,20
534,646,20
535,240,20
536,709,20
537,201,20
538,517,20
539,481,21
540,28,21
541,462,21
542,324,21
543,204,21
544,13,21
545,933,21
546,882,21
