user_id,teacher_id,LoadDateTimeStamp,RecordSource
627,1,2019-12-09 13:40:32,kaggle
341,2,2019-12-09 13:40:32,kaggle
686,3,2019-12-09 13:40:32,kaggle
604,4,2019-12-09 13:40:32,kaggle
422,5,2019-12-09 13:40:32,kaggle
566,6,2019-12-09 13:40:32,kaggle
43,7,2019-12-09 13:40:32,kaggle
600,8,2019-12-09 13:40:32,kaggle
349,9,2019-12-09 13:40:32,kaggle
911,10,2019-12-09 13:40:32,kaggle
406,11,2019-12-09 13:40:32,kaggle
811,12,2019-12-09 13:40:32,kaggle
983,13,2019-12-09 13:40:32,kaggle
834,14,2019-12-09 13:40:32,kaggle
153,15,2019-12-09 13:40:32,kaggle
632,16,2019-12-09 13:40:32,kaggle
460,17,2019-12-09 13:40:32,kaggle
407,18,2019-12-09 13:40:32,kaggle
139,19,2019-12-09 13:40:32,kaggle
346,20,2019-12-09 13:40:32,kaggle
711,21,2019-12-09 13:40:32,kaggle
836,22,2019-12-09 13:40:32,kaggle
727,23,2019-12-09 13:40:32,kaggle
54,24,2019-12-09 13:40:32,kaggle
731,25,2019-12-09 13:40:32,kaggle
4,26,2019-12-09 13:40:32,kaggle
941,27,2019-12-09 13:40:32,kaggle
865,28,2019-12-09 13:40:32,kaggle
933,29,2019-12-09 13:40:32,kaggle
238,30,2019-12-09 13:40:32,kaggle
521,31,2019-12-09 13:40:32,kaggle
72,32,2019-12-09 13:40:32,kaggle
211,33,2019-12-09 13:40:32,kaggle
937,34,2019-12-09 13:40:32,kaggle
856,35,2019-12-09 13:40:32,kaggle
641,36,2019-12-09 13:40:32,kaggle
658,37,2019-12-09 13:40:32,kaggle
435,38,2019-12-09 13:40:32,kaggle
797,39,2019-12-09 13:40:32,kaggle
508,40,2019-12-09 13:40:32,kaggle
705,41,2019-12-09 13:40:32,kaggle
343,42,2019-12-09 13:40:32,kaggle
719,43,2019-12-09 13:40:32,kaggle
111,44,2019-12-09 13:40:32,kaggle
473,45,2019-12-09 13:40:32,kaggle
344,46,2019-12-09 13:40:32,kaggle
315,47,2019-12-09 13:40:32,kaggle
571,48,2019-12-09 13:40:32,kaggle
496,49,2019-12-09 13:40:32,kaggle
506,50,2019-12-09 13:40:32,kaggle
254,51,2019-12-09 13:40:32,kaggle
700,52,2019-12-09 13:40:32,kaggle
216,53,2019-12-09 13:40:32,kaggle
331,54,2019-12-09 13:40:32,kaggle
943,55,2019-12-09 13:40:32,kaggle
538,56,2019-12-09 13:40:32,kaggle
349,57,2019-12-09 13:40:32,kaggle
898,58,2019-12-09 13:40:32,kaggle
628,59,2019-12-09 13:40:32,kaggle
326,60,2019-12-09 13:40:32,kaggle
638,61,2019-12-09 13:40:32,kaggle
117,62,2019-12-09 13:40:32,kaggle
162,63,2019-12-09 13:40:32,kaggle
82,64,2019-12-09 13:40:32,kaggle
305,65,2019-12-09 13:40:32,kaggle
342,66,2019-12-09 13:40:32,kaggle
575,67,2019-12-09 13:40:32,kaggle
495,68,2019-12-09 13:40:32,kaggle
969,69,2019-12-09 13:40:32,kaggle
931,70,2019-12-09 13:40:32,kaggle
413,71,2019-12-09 13:40:32,kaggle
405,72,2019-12-09 13:40:32,kaggle
602,73,2019-12-09 13:40:32,kaggle
884,74,2019-12-09 13:40:32,kaggle
532,75,2019-12-09 13:40:32,kaggle
410,76,2019-12-09 13:40:32,kaggle
138,77,2019-12-09 13:40:32,kaggle
462,78,2019-12-09 13:40:32,kaggle
342,79,2019-12-09 13:40:32,kaggle
490,80,2019-12-09 13:40:32,kaggle
936,81,2019-12-09 13:40:32,kaggle
624,82,2019-12-09 13:40:32,kaggle
45,83,2019-12-09 13:40:32,kaggle
354,84,2019-12-09 13:40:32,kaggle
891,85,2019-12-09 13:40:32,kaggle
918,86,2019-12-09 13:40:32,kaggle
323,87,2019-12-09 13:40:32,kaggle
44,88,2019-12-09 13:40:32,kaggle
137,89,2019-12-09 13:40:32,kaggle
928,90,2019-12-09 13:40:32,kaggle
686,91,2019-12-09 13:40:32,kaggle
985,92,2019-12-09 13:40:32,kaggle
64,93,2019-12-09 13:40:32,kaggle
815,94,2019-12-09 13:40:32,kaggle
114,95,2019-12-09 13:40:32,kaggle
274,96,2019-12-09 13:40:32,kaggle
309,97,2019-12-09 13:40:32,kaggle
33,98,2019-12-09 13:40:32,kaggle
562,99,2019-12-09 13:40:32,kaggle
647,100,2019-12-09 13:40:32,kaggle
379,101,2019-12-09 13:40:32,kaggle
462,102,2019-12-09 13:40:32,kaggle
69,103,2019-12-09 13:40:32,kaggle
540,104,2019-12-09 13:40:32,kaggle
157,105,2019-12-09 13:40:32,kaggle
753,106,2019-12-09 13:40:32,kaggle
25,107,2019-12-09 13:40:32,kaggle
990,108,2019-12-09 13:40:32,kaggle
200,109,2019-12-09 13:40:32,kaggle
88,110,2019-12-09 13:40:32,kaggle
967,111,2019-12-09 13:40:32,kaggle
870,112,2019-12-09 13:40:32,kaggle
848,113,2019-12-09 13:40:32,kaggle
832,114,2019-12-09 13:40:32,kaggle
982,115,2019-12-09 13:40:32,kaggle
707,116,2019-12-09 13:40:32,kaggle
358,117,2019-12-09 13:40:32,kaggle
892,118,2019-12-09 13:40:32,kaggle
69,119,2019-12-09 13:40:32,kaggle
705,120,2019-12-09 13:40:32,kaggle
9,121,2019-12-09 13:40:32,kaggle
834,122,2019-12-09 13:40:32,kaggle
897,123,2019-12-09 13:40:32,kaggle
771,124,2019-12-09 13:40:32,kaggle
578,125,2019-12-09 13:40:32,kaggle
91,126,2019-12-09 13:40:32,kaggle
817,127,2019-12-09 13:40:32,kaggle
372,128,2019-12-09 13:40:32,kaggle
450,129,2019-12-09 13:40:32,kaggle
884,130,2019-12-09 13:40:32,kaggle
595,131,2019-12-09 13:40:32,kaggle
713,132,2019-12-09 13:40:32,kaggle
464,133,2019-12-09 13:40:32,kaggle
307,134,2019-12-09 13:40:32,kaggle
489,135,2019-12-09 13:40:32,kaggle
2,136,2019-12-09 13:40:32,kaggle
884,137,2019-12-09 13:40:32,kaggle
441,138,2019-12-09 13:40:32,kaggle
97,139,2019-12-09 13:40:32,kaggle
435,140,2019-12-09 13:40:32,kaggle
311,141,2019-12-09 13:40:32,kaggle
915,142,2019-12-09 13:40:32,kaggle
458,143,2019-12-09 13:40:32,kaggle
616,144,2019-12-09 13:40:32,kaggle
791,145,2019-12-09 13:40:32,kaggle
809,146,2019-12-09 13:40:32,kaggle
661,147,2019-12-09 13:40:32,kaggle
647,148,2019-12-09 13:40:32,kaggle
540,149,2019-12-09 13:40:32,kaggle
321,150,2019-12-09 13:40:32,kaggle
418,151,2019-12-09 13:40:32,kaggle
513,152,2019-12-09 13:40:32,kaggle
886,153,2019-12-09 13:40:32,kaggle
241,154,2019-12-09 13:40:32,kaggle
69,155,2019-12-09 13:40:32,kaggle
795,156,2019-12-09 13:40:32,kaggle
647,157,2019-12-09 13:40:32,kaggle
295,158,2019-12-09 13:40:32,kaggle
349,159,2019-12-09 13:40:32,kaggle
232,160,2019-12-09 13:40:32,kaggle
392,161,2019-12-09 13:40:32,kaggle
830,162,2019-12-09 13:40:32,kaggle
690,163,2019-12-09 13:40:32,kaggle
233,164,2019-12-09 13:40:32,kaggle
588,165,2019-12-09 13:40:32,kaggle
686,166,2019-12-09 13:40:32,kaggle
716,167,2019-12-09 13:40:32,kaggle
65,168,2019-12-09 13:40:32,kaggle
995,169,2019-12-09 13:40:32,kaggle
91,170,2019-12-09 13:40:32,kaggle
741,171,2019-12-09 13:40:32,kaggle
766,172,2019-12-09 13:40:32,kaggle
412,173,2019-12-09 13:40:32,kaggle
648,174,2019-12-09 13:40:32,kaggle
727,175,2019-12-09 13:40:32,kaggle
692,176,2019-12-09 13:40:32,kaggle
205,177,2019-12-09 13:40:32,kaggle
636,178,2019-12-09 13:40:32,kaggle
713,179,2019-12-09 13:40:32,kaggle
400,180,2019-12-09 13:40:32,kaggle
85,181,2019-12-09 13:40:32,kaggle
731,182,2019-12-09 13:40:32,kaggle
928,183,2019-12-09 13:40:32,kaggle
577,184,2019-12-09 13:40:32,kaggle
526,185,2019-12-09 13:40:32,kaggle
490,186,2019-12-09 13:40:32,kaggle
10,187,2019-12-09 13:40:32,kaggle
580,188,2019-12-09 13:40:32,kaggle
251,189,2019-12-09 13:40:32,kaggle
484,190,2019-12-09 13:40:32,kaggle
744,191,2019-12-09 13:40:32,kaggle
912,192,2019-12-09 13:40:32,kaggle
506,193,2019-12-09 13:40:32,kaggle
482,194,2019-12-09 13:40:32,kaggle
572,195,2019-12-09 13:40:32,kaggle
626,196,2019-12-09 13:40:32,kaggle
197,197,2019-12-09 13:40:32,kaggle
995,198,2019-12-09 13:40:32,kaggle
375,199,2019-12-09 13:40:32,kaggle
649,200,2019-12-09 13:40:32,kaggle
962,201,2019-12-09 13:40:32,kaggle
648,202,2019-12-09 13:40:32,kaggle
897,203,2019-12-09 13:40:32,kaggle
474,204,2019-12-09 13:40:32,kaggle
660,205,2019-12-09 13:40:32,kaggle
835,206,2019-12-09 13:40:32,kaggle
573,207,2019-12-09 13:40:32,kaggle
235,208,2019-12-09 13:40:32,kaggle
631,209,2019-12-09 13:40:32,kaggle
940,210,2019-12-09 13:40:32,kaggle
162,211,2019-12-09 13:40:32,kaggle
356,212,2019-12-09 13:40:32,kaggle
686,213,2019-12-09 13:40:32,kaggle
29,214,2019-12-09 13:40:32,kaggle
120,215,2019-12-09 13:40:32,kaggle
33,216,2019-12-09 13:40:32,kaggle
893,217,2019-12-09 13:40:32,kaggle
836,218,2019-12-09 13:40:32,kaggle
518,219,2019-12-09 13:40:32,kaggle
865,220,2019-12-09 13:40:32,kaggle
315,221,2019-12-09 13:40:32,kaggle
328,222,2019-12-09 13:40:32,kaggle
950,223,2019-12-09 13:40:32,kaggle
447,224,2019-12-09 13:40:32,kaggle
786,225,2019-12-09 13:40:32,kaggle
744,226,2019-12-09 13:40:32,kaggle
498,227,2019-12-09 13:40:32,kaggle
945,228,2019-12-09 13:40:32,kaggle
532,229,2019-12-09 13:40:32,kaggle
445,230,2019-12-09 13:40:32,kaggle
85,231,2019-12-09 13:40:32,kaggle
67,232,2019-12-09 13:40:32,kaggle
992,233,2019-12-09 13:40:32,kaggle
627,234,2019-12-09 13:40:32,kaggle
205,235,2019-12-09 13:40:32,kaggle
792,236,2019-12-09 13:40:32,kaggle
491,237,2019-12-09 13:40:32,kaggle
799,238,2019-12-09 13:40:32,kaggle
517,239,2019-12-09 13:40:32,kaggle
56,240,2019-12-09 13:40:32,kaggle
147,241,2019-12-09 13:40:32,kaggle
862,242,2019-12-09 13:40:32,kaggle
469,243,2019-12-09 13:40:32,kaggle
618,244,2019-12-09 13:40:32,kaggle
100,245,2019-12-09 13:40:32,kaggle
497,246,2019-12-09 13:40:32,kaggle
942,247,2019-12-09 13:40:32,kaggle
869,248,2019-12-09 13:40:32,kaggle
123,249,2019-12-09 13:40:32,kaggle
961,250,2019-12-09 13:40:32,kaggle
192,251,2019-12-09 13:40:32,kaggle
819,252,2019-12-09 13:40:32,kaggle
49,253,2019-12-09 13:40:32,kaggle
620,254,2019-12-09 13:40:32,kaggle
441,255,2019-12-09 13:40:32,kaggle
274,256,2019-12-09 13:40:32,kaggle
819,257,2019-12-09 13:40:32,kaggle
485,258,2019-12-09 13:40:32,kaggle
593,259,2019-12-09 13:40:32,kaggle
31,260,2019-12-09 13:40:32,kaggle
