user_id,student_id,LoadDateTimeStamp,RecordSource
895,1,2019-12-09 13:40:32,kaggle
68,2,2019-12-09 13:40:32,kaggle
515,3,2019-12-09 13:40:32,kaggle
162,4,2019-12-09 13:40:32,kaggle
816,5,2019-12-09 13:40:32,kaggle
132,6,2019-12-09 13:40:32,kaggle
95,7,2019-12-09 13:40:32,kaggle
261,8,2019-12-09 13:40:32,kaggle
615,9,2019-12-09 13:40:32,kaggle
239,10,2019-12-09 13:40:32,kaggle
396,11,2019-12-09 13:40:32,kaggle
886,12,2019-12-09 13:40:32,kaggle
923,13,2019-12-09 13:40:32,kaggle
840,14,2019-12-09 13:40:32,kaggle
198,15,2019-12-09 13:40:32,kaggle
166,16,2019-12-09 13:40:32,kaggle
392,17,2019-12-09 13:40:32,kaggle
501,18,2019-12-09 13:40:32,kaggle
725,19,2019-12-09 13:40:32,kaggle
191,20,2019-12-09 13:40:32,kaggle
464,21,2019-12-09 13:40:32,kaggle
812,22,2019-12-09 13:40:32,kaggle
790,23,2019-12-09 13:40:32,kaggle
854,24,2019-12-09 13:40:32,kaggle
267,25,2019-12-09 13:40:32,kaggle
721,26,2019-12-09 13:40:32,kaggle
690,27,2019-12-09 13:40:32,kaggle
839,28,2019-12-09 13:40:32,kaggle
477,29,2019-12-09 13:40:32,kaggle
542,30,2019-12-09 13:40:32,kaggle
551,31,2019-12-09 13:40:32,kaggle
566,32,2019-12-09 13:40:32,kaggle
671,33,2019-12-09 13:40:32,kaggle
200,34,2019-12-09 13:40:32,kaggle
63,35,2019-12-09 13:40:32,kaggle
878,36,2019-12-09 13:40:32,kaggle
491,37,2019-12-09 13:40:32,kaggle
329,38,2019-12-09 13:40:32,kaggle
79,39,2019-12-09 13:40:32,kaggle
416,40,2019-12-09 13:40:32,kaggle
744,41,2019-12-09 13:40:32,kaggle
995,42,2019-12-09 13:40:32,kaggle
976,43,2019-12-09 13:40:32,kaggle
489,44,2019-12-09 13:40:32,kaggle
510,45,2019-12-09 13:40:32,kaggle
532,46,2019-12-09 13:40:32,kaggle
856,47,2019-12-09 13:40:32,kaggle
245,48,2019-12-09 13:40:32,kaggle
364,49,2019-12-09 13:40:32,kaggle
703,50,2019-12-09 13:40:32,kaggle
576,51,2019-12-09 13:40:32,kaggle
120,52,2019-12-09 13:40:32,kaggle
286,53,2019-12-09 13:40:32,kaggle
270,54,2019-12-09 13:40:32,kaggle
912,55,2019-12-09 13:40:32,kaggle
253,56,2019-12-09 13:40:32,kaggle
124,57,2019-12-09 13:40:32,kaggle
553,58,2019-12-09 13:40:32,kaggle
977,59,2019-12-09 13:40:32,kaggle
763,60,2019-12-09 13:40:32,kaggle
266,61,2019-12-09 13:40:32,kaggle
563,62,2019-12-09 13:40:32,kaggle
57,63,2019-12-09 13:40:32,kaggle
968,64,2019-12-09 13:40:32,kaggle
820,65,2019-12-09 13:40:32,kaggle
433,66,2019-12-09 13:40:32,kaggle
2,67,2019-12-09 13:40:32,kaggle
11,68,2019-12-09 13:40:32,kaggle
956,69,2019-12-09 13:40:32,kaggle
813,70,2019-12-09 13:40:32,kaggle
419,71,2019-12-09 13:40:32,kaggle
111,72,2019-12-09 13:40:32,kaggle
503,73,2019-12-09 13:40:32,kaggle
202,74,2019-12-09 13:40:32,kaggle
412,75,2019-12-09 13:40:32,kaggle
981,76,2019-12-09 13:40:32,kaggle
400,77,2019-12-09 13:40:32,kaggle
141,78,2019-12-09 13:40:32,kaggle
5,79,2019-12-09 13:40:32,kaggle
937,80,2019-12-09 13:40:32,kaggle
317,81,2019-12-09 13:40:32,kaggle
71,82,2019-12-09 13:40:32,kaggle
951,83,2019-12-09 13:40:32,kaggle
149,84,2019-12-09 13:40:32,kaggle
188,85,2019-12-09 13:40:32,kaggle
666,86,2019-12-09 13:40:32,kaggle
370,87,2019-12-09 13:40:32,kaggle
7,88,2019-12-09 13:40:32,kaggle
254,89,2019-12-09 13:40:32,kaggle
995,90,2019-12-09 13:40:32,kaggle
751,91,2019-12-09 13:40:32,kaggle
94,92,2019-12-09 13:40:32,kaggle
270,93,2019-12-09 13:40:32,kaggle
606,94,2019-12-09 13:40:32,kaggle
851,95,2019-12-09 13:40:32,kaggle
893,96,2019-12-09 13:40:32,kaggle
485,97,2019-12-09 13:40:32,kaggle
554,98,2019-12-09 13:40:32,kaggle
96,99,2019-12-09 13:40:32,kaggle
4,100,2019-12-09 13:40:32,kaggle
680,101,2019-12-09 13:40:32,kaggle
973,102,2019-12-09 13:40:32,kaggle
68,103,2019-12-09 13:40:32,kaggle
234,104,2019-12-09 13:40:32,kaggle
700,105,2019-12-09 13:40:32,kaggle
511,106,2019-12-09 13:40:32,kaggle
572,107,2019-12-09 13:40:32,kaggle
952,108,2019-12-09 13:40:32,kaggle
911,109,2019-12-09 13:40:32,kaggle
935,110,2019-12-09 13:40:32,kaggle
880,111,2019-12-09 13:40:32,kaggle
579,112,2019-12-09 13:40:32,kaggle
108,113,2019-12-09 13:40:32,kaggle
282,114,2019-12-09 13:40:32,kaggle
736,115,2019-12-09 13:40:32,kaggle
252,116,2019-12-09 13:40:32,kaggle
55,117,2019-12-09 13:40:32,kaggle
574,118,2019-12-09 13:40:32,kaggle
882,119,2019-12-09 13:40:32,kaggle
436,120,2019-12-09 13:40:32,kaggle
821,121,2019-12-09 13:40:32,kaggle
113,122,2019-12-09 13:40:32,kaggle
930,123,2019-12-09 13:40:32,kaggle
964,124,2019-12-09 13:40:32,kaggle
999,125,2019-12-09 13:40:32,kaggle
43,126,2019-12-09 13:40:32,kaggle
668,127,2019-12-09 13:40:32,kaggle
367,128,2019-12-09 13:40:32,kaggle
361,129,2019-12-09 13:40:32,kaggle
155,130,2019-12-09 13:40:32,kaggle
222,131,2019-12-09 13:40:32,kaggle
528,132,2019-12-09 13:40:32,kaggle
927,133,2019-12-09 13:40:32,kaggle
487,134,2019-12-09 13:40:32,kaggle
253,135,2019-12-09 13:40:32,kaggle
260,136,2019-12-09 13:40:32,kaggle
120,137,2019-12-09 13:40:32,kaggle
621,138,2019-12-09 13:40:32,kaggle
473,139,2019-12-09 13:40:32,kaggle
822,140,2019-12-09 13:40:32,kaggle
338,141,2019-12-09 13:40:32,kaggle
272,142,2019-12-09 13:40:32,kaggle
206,143,2019-12-09 13:40:32,kaggle
282,144,2019-12-09 13:40:32,kaggle
619,145,2019-12-09 13:40:32,kaggle
688,146,2019-12-09 13:40:32,kaggle
847,147,2019-12-09 13:40:32,kaggle
314,148,2019-12-09 13:40:32,kaggle
977,149,2019-12-09 13:40:32,kaggle
701,150,2019-12-09 13:40:32,kaggle
354,151,2019-12-09 13:40:32,kaggle
865,152,2019-12-09 13:40:32,kaggle
978,153,2019-12-09 13:40:32,kaggle
396,154,2019-12-09 13:40:32,kaggle
675,155,2019-12-09 13:40:32,kaggle
278,156,2019-12-09 13:40:32,kaggle
855,157,2019-12-09 13:40:32,kaggle
376,158,2019-12-09 13:40:32,kaggle
947,159,2019-12-09 13:40:32,kaggle
291,160,2019-12-09 13:40:32,kaggle
545,161,2019-12-09 13:40:32,kaggle
127,162,2019-12-09 13:40:32,kaggle
483,163,2019-12-09 13:40:32,kaggle
376,164,2019-12-09 13:40:32,kaggle
533,165,2019-12-09 13:40:32,kaggle
132,166,2019-12-09 13:40:32,kaggle
731,167,2019-12-09 13:40:32,kaggle
272,168,2019-12-09 13:40:32,kaggle
171,169,2019-12-09 13:40:32,kaggle
12,170,2019-12-09 13:40:32,kaggle
134,171,2019-12-09 13:40:32,kaggle
367,172,2019-12-09 13:40:32,kaggle
221,173,2019-12-09 13:40:32,kaggle
93,174,2019-12-09 13:40:32,kaggle
53,175,2019-12-09 13:40:32,kaggle
479,176,2019-12-09 13:40:32,kaggle
172,177,2019-12-09 13:40:32,kaggle
947,178,2019-12-09 13:40:32,kaggle
578,179,2019-12-09 13:40:32,kaggle
104,180,2019-12-09 13:40:32,kaggle
877,181,2019-12-09 13:40:32,kaggle
118,182,2019-12-09 13:40:32,kaggle
389,183,2019-12-09 13:40:32,kaggle
488,184,2019-12-09 13:40:32,kaggle
808,185,2019-12-09 13:40:32,kaggle
381,186,2019-12-09 13:40:32,kaggle
157,187,2019-12-09 13:40:32,kaggle
109,188,2019-12-09 13:40:32,kaggle
719,189,2019-12-09 13:40:32,kaggle
130,190,2019-12-09 13:40:32,kaggle
591,191,2019-12-09 13:40:32,kaggle
304,192,2019-12-09 13:40:32,kaggle
289,193,2019-12-09 13:40:32,kaggle
208,194,2019-12-09 13:40:32,kaggle
519,195,2019-12-09 13:40:32,kaggle
658,196,2019-12-09 13:40:32,kaggle
76,197,2019-12-09 13:40:32,kaggle
569,198,2019-12-09 13:40:32,kaggle
223,199,2019-12-09 13:40:32,kaggle
112,200,2019-12-09 13:40:32,kaggle
760,201,2019-12-09 13:40:32,kaggle
553,202,2019-12-09 13:40:32,kaggle
378,203,2019-12-09 13:40:32,kaggle
891,204,2019-12-09 13:40:32,kaggle
233,205,2019-12-09 13:40:32,kaggle
437,206,2019-12-09 13:40:32,kaggle
687,207,2019-12-09 13:40:32,kaggle
189,208,2019-12-09 13:40:32,kaggle
518,209,2019-12-09 13:40:32,kaggle
406,210,2019-12-09 13:40:32,kaggle
734,211,2019-12-09 13:40:32,kaggle
519,212,2019-12-09 13:40:32,kaggle
910,213,2019-12-09 13:40:32,kaggle
12,214,2019-12-09 13:40:32,kaggle
614,215,2019-12-09 13:40:32,kaggle
716,216,2019-12-09 13:40:32,kaggle
793,217,2019-12-09 13:40:32,kaggle
419,218,2019-12-09 13:40:32,kaggle
242,219,2019-12-09 13:40:32,kaggle
292,220,2019-12-09 13:40:32,kaggle
554,221,2019-12-09 13:40:32,kaggle
378,222,2019-12-09 13:40:32,kaggle
979,223,2019-12-09 13:40:32,kaggle
238,224,2019-12-09 13:40:32,kaggle
836,225,2019-12-09 13:40:32,kaggle
397,226,2019-12-09 13:40:32,kaggle
31,227,2019-12-09 13:40:32,kaggle
534,228,2019-12-09 13:40:32,kaggle
1,229,2019-12-09 13:40:32,kaggle
383,230,2019-12-09 13:40:32,kaggle
44,231,2019-12-09 13:40:32,kaggle
251,232,2019-12-09 13:40:32,kaggle
769,233,2019-12-09 13:40:32,kaggle
707,234,2019-12-09 13:40:32,kaggle
327,235,2019-12-09 13:40:32,kaggle
347,236,2019-12-09 13:40:32,kaggle
513,237,2019-12-09 13:40:32,kaggle
680,238,2019-12-09 13:40:32,kaggle
561,239,2019-12-09 13:40:32,kaggle
652,240,2019-12-09 13:40:32,kaggle
182,241,2019-12-09 13:40:32,kaggle
178,242,2019-12-09 13:40:32,kaggle
760,243,2019-12-09 13:40:32,kaggle
781,244,2019-12-09 13:40:32,kaggle
111,245,2019-12-09 13:40:32,kaggle
738,246,2019-12-09 13:40:32,kaggle
241,247,2019-12-09 13:40:32,kaggle
869,248,2019-12-09 13:40:32,kaggle
389,249,2019-12-09 13:40:32,kaggle
417,250,2019-12-09 13:40:32,kaggle
219,251,2019-12-09 13:40:32,kaggle
855,252,2019-12-09 13:40:32,kaggle
230,253,2019-12-09 13:40:32,kaggle
586,254,2019-12-09 13:40:32,kaggle
927,255,2019-12-09 13:40:32,kaggle
87,256,2019-12-09 13:40:32,kaggle
948,257,2019-12-09 13:40:32,kaggle
399,258,2019-12-09 13:40:32,kaggle
21,259,2019-12-09 13:40:32,kaggle
6,260,2019-12-09 13:40:32,kaggle
142,261,2019-12-09 13:40:32,kaggle
139,262,2019-12-09 13:40:32,kaggle
233,263,2019-12-09 13:40:32,kaggle
117,264,2019-12-09 13:40:32,kaggle
235,265,2019-12-09 13:40:32,kaggle
246,266,2019-12-09 13:40:32,kaggle
384,267,2019-12-09 13:40:32,kaggle
472,268,2019-12-09 13:40:32,kaggle
452,269,2019-12-09 13:40:32,kaggle
623,270,2019-12-09 13:40:32,kaggle
398,271,2019-12-09 13:40:32,kaggle
58,272,2019-12-09 13:40:32,kaggle
835,273,2019-12-09 13:40:32,kaggle
412,274,2019-12-09 13:40:32,kaggle
459,275,2019-12-09 13:40:32,kaggle
198,276,2019-12-09 13:40:32,kaggle
343,277,2019-12-09 13:40:32,kaggle
751,278,2019-12-09 13:40:32,kaggle
168,279,2019-12-09 13:40:32,kaggle
436,280,2019-12-09 13:40:32,kaggle
329,281,2019-12-09 13:40:32,kaggle
526,282,2019-12-09 13:40:32,kaggle
771,283,2019-12-09 13:40:32,kaggle
880,284,2019-12-09 13:40:32,kaggle
704,285,2019-12-09 13:40:32,kaggle
288,286,2019-12-09 13:40:32,kaggle
921,287,2019-12-09 13:40:32,kaggle
641,288,2019-12-09 13:40:32,kaggle
738,289,2019-12-09 13:40:32,kaggle
839,290,2019-12-09 13:40:32,kaggle
482,291,2019-12-09 13:40:32,kaggle
161,292,2019-12-09 13:40:32,kaggle
47,293,2019-12-09 13:40:32,kaggle
401,294,2019-12-09 13:40:32,kaggle
49,295,2019-12-09 13:40:32,kaggle
865,296,2019-12-09 13:40:32,kaggle
250,297,2019-12-09 13:40:32,kaggle
328,298,2019-12-09 13:40:32,kaggle
